User ID,Clothing ID,Rating
0884,00321,0
0824,00128,2
0809,00279,1
0383,00336,0
0073,00197,0
0706,00452,0
0833,00099,1
0589,00118,1
0935,00260,1
0575,00119,0
0755,00463,0
0224,00434,2
0622,00434,2
0688,00047,0
0772,00439,2
0031,00018,1
0443,00334,0
0982,00096,2
0370,00136,1
0783,00030,1
0151,00329,1
0371,00143,0
0904,00138,1
0475,00114,1
0156,00046,2
0697,00463,1
0768,00373,1
0196,00145,2
0699,00453,2
0376,00341,2
0155,00321,1
0062,00256,2
0499,00353,2
0909,00320,2
0411,00274,0
0160,00318,0
0758,00057,0
0655,00126,2
0789,00124,2
0715,00312,0
0947,00068,1
0445,00056,1
0097,00308,0
0365,00324,2
0342,00363,0
0379,00040,0
0361,00138,1
0628,00011,1
0265,00167,0
0024,00351,2
0758,00221,2
0247,00352,2
0770,00289,1
0867,00461,0
0469,00285,1
0424,00233,1
0510,00281,0
0996,00117,2
0542,00404,2
0159,00244,1
0003,00225,2
0240,00467,2
0830,00362,1
0964,00048,0
0878,00450,0
0126,00054,1
0597,00313,2
0318,00163,0
0182,00475,0
0016,00269,2
0322,00181,2
0797,00387,2
0894,00332,2
0128,00336,1
0269,00125,2
0359,00086,2
0936,00493,0
0092,00005,0
0913,00407,2
0068,00039,1
0645,00135,0
0181,00330,0
0903,00345,0
0107,00336,1
0801,00073,2
0210,00282,1
0546,00107,0
0025,00018,0
0040,00029,2
0416,00373,0
0123,00074,1
0998,00097,0
0360,00136,0
0378,00461,2
0588,00065,2
0140,00095,0
0741,00130,2
0228,00415,1
0041,00348,1
0506,00171,2
0598,00254,1
0759,00018,1
0538,00191,0
0745,00429,0
0104,00215,0
0265,00241,2
0193,00263,1
0267,00107,0
0883,00468,0
0327,00064,0
0406,00410,2
0441,00293,2
0860,00093,1
0840,00325,1
0903,00407,2
0001,00490,0
0369,00394,2
0875,00050,2
0733,00199,2
0625,00211,1
0751,00187,1
0469,00293,2
0335,00169,2
0464,00294,1
0719,00072,1
0969,00260,2
0944,00477,2
0459,00026,1
0848,00291,1
0391,00278,1
0165,00410,1
0248,00309,1
0256,00269,0
0353,00359,1
0148,00075,2
0243,00230,1
0700,00385,2
0219,00238,1
0485,00053,2
0696,00435,0
0645,00275,1
0607,00495,0
0001,00034,2
0984,00336,0
0140,00004,1
0548,00468,1
0814,00371,1
0868,00029,0
0584,00263,0
0560,00408,1
0075,00011,2
0005,00304,2
0656,00370,2
0150,00119,2
0488,00149,0
0345,00248,0
0814,00341,0
0544,00368,0
0949,00038,0
0096,00459,0
0594,00063,2
0932,00198,2
0243,00387,2
0435,00019,1
0322,00483,0
0316,00052,2
0790,00353,2
0579,00080,0
0128,00288,2
0671,00176,1
0679,00027,0
0014,00032,1
0450,00353,1
0491,00369,1
0015,00366,2
0620,00385,2
0296,00425,0
0103,00283,2
0905,00089,2
0515,00452,2
0470,00443,0
0604,00308,2
0333,00183,2
0935,00045,1
0758,00078,0
0154,00476,0
0777,00106,2
0561,00417,2
0029,00200,1
0208,00257,0
0575,00156,1
0275,00298,0
0607,00491,2
0481,00263,2
0111,00081,1
0484,00047,0
0417,00164,2
0334,00360,1
0865,00319,0
0760,00495,0
0965,00365,1
0626,00461,0
0620,00428,2
0781,00132,1
0069,00460,1
0603,00348,1
0441,00251,2
0167,00148,2
0372,00476,2
0428,00484,1
0842,00364,1
0666,00003,1
0903,00231,1
0723,00268,2
0566,00327,0
0003,00144,2
0804,00212,0
0923,00373,1
0286,00011,2
0586,00496,2
0794,00217,2
0161,00230,2
0778,00444,2
0257,00308,1
0173,00102,0
0254,00098,0
0757,00402,2
0977,00107,2
0333,00311,0
0578,00169,0
0308,00499,2
0476,00457,1
0399,00156,2
0141,00241,1
0042,00243,2
0970,00253,2
0983,00370,2
0743,00418,0
0381,00394,1
0060,00302,0
0432,00044,1
0111,00257,0
0161,00346,2
0207,00137,0
0898,00324,2
0679,00076,2
0283,00244,0
0564,00344,0
0359,00483,0
0016,00475,0
0157,00352,1
0424,00134,1
0795,00218,1
0501,00285,1
0217,00403,0
0529,00485,1
0459,00223,2
0437,00134,1
0897,00350,2
0791,00397,0
0290,00272,0
0462,00355,0
0823,00348,2
0167,00316,0
0510,00050,1
0106,00097,0
0055,00192,1
0634,00373,2
0356,00175,2
0090,00120,1
0819,00138,2
0830,00180,2
0103,00367,2
0994,00486,1
0003,00161,2
0190,00476,2
0993,00262,1
0523,00223,1
0883,00085,0
0730,00477,0
0411,00278,0
0908,00076,1
0243,00003,0
0303,00102,1
0560,00440,1
0772,00255,1
0009,00170,1
0425,00171,0
0375,00382,2
0202,00108,0
0189,00208,0
0651,00183,1
0849,00459,1
0985,00271,2
0430,00171,1
0870,00258,1
0637,00425,2
0993,00427,2
0576,00020,0
0239,00052,0
0819,00457,0
0703,00417,1
0307,00237,0
0537,00333,1
0754,00035,0
0701,00390,0
0764,00459,0
0351,00168,1
0935,00321,2
0007,00247,1
0224,00323,2
0128,00479,0
0134,00169,2
0468,00462,0
0727,00166,1
0925,00369,0
0269,00103,2
0486,00050,1
0467,00249,0
0808,00187,1
0313,00172,2
0543,00216,2
0211,00438,0
0095,00308,0
0387,00221,1
0035,00158,0
0943,00331,2
0781,00398,0
0388,00472,2
0884,00494,2
0040,00079,0
0814,00285,1
0851,00205,1
0928,00376,1
0352,00142,2
0056,00357,1
0142,00353,0
0244,00445,1
0102,00075,1
0501,00160,2
0756,00098,2
0799,00098,2
0059,00194,2
0354,00222,1
0936,00143,2
0795,00360,1
0158,00387,1
0714,00078,0
0997,00059,1
0036,00161,0
0526,00159,1
0624,00092,2
0068,00353,2
0651,00417,0
0656,00010,2
0181,00362,1
0256,00182,0
0832,00082,2
0235,00390,1
0337,00470,1
0688,00269,2
0378,00230,2
0004,00378,2
0480,00418,1
0464,00313,0
0174,00197,2
0508,00328,0
0573,00090,1
0753,00151,0
0306,00432,1
0743,00373,0
0437,00305,1
0948,00325,2
0937,00301,0
0644,00242,1
0344,00283,2
0473,00359,1
0504,00405,0
0296,00214,2
0494,00479,0
0036,00426,2
0652,00473,0
0386,00025,1
0759,00077,0
0719,00214,2
0495,00414,2
0637,00343,2
0906,00170,2
0060,00093,2
0049,00168,2
0517,00136,1
0907,00402,2
0622,00270,1
0310,00228,1
0542,00455,1
0025,00028,2
0660,00002,1
0982,00241,2
0518,00169,2
0933,00103,1
0539,00082,0
0054,00434,0
0268,00261,1
0937,00162,0
0136,00357,1
0412,00490,0
0963,00011,2
0247,00461,1
0159,00009,0
0559,00410,0
0891,00415,0
0655,00306,2
0223,00151,1
0946,00091,0
0465,00366,1
0088,00338,0
0571,00071,2
0885,00442,1
0769,00098,1
0729,00381,2
0128,00119,0
0747,00478,0
0011,00284,0
0719,00484,2
0411,00402,2
0106,00021,1
0969,00333,2
0313,00383,0
0699,00282,1
0306,00352,1
0606,00384,0
0003,00179,0
0561,00224,0
0618,00223,2
0461,00423,1
0963,00166,2
0805,00427,2
0340,00443,0
0666,00148,2
0851,00022,0
0427,00268,0
0536,00449,1
0890,00309,0
0894,00381,2
0084,00259,0
0014,00115,0
0177,00250,0
0832,00211,0
0295,00021,1
0198,00170,2
0464,00346,1
0114,00130,0
0786,00240,1
0350,00150,2
0168,00074,1
0040,00452,1
0217,00202,2
0079,00460,1
0074,00412,1
0207,00126,2
0689,00371,1
0714,00385,1
0569,00306,0
0912,00286,0
0493,00159,1
0828,00451,2
0927,00018,2
0610,00229,2
0274,00297,1
0147,00244,0
0630,00032,0
0651,00318,0
0343,00397,1
0698,00103,1
0060,00224,2
0545,00287,2
0906,00442,0
0609,00238,0
0291,00024,0
0402,00148,2
0421,00023,0
0369,00102,2
0008,00457,0
0267,00488,2
0923,00265,1
0865,00043,1
0522,00165,2
0039,00337,2
0140,00309,2
0116,00385,0
0052,00409,2
0635,00238,0
0858,00209,2
0430,00261,1
0371,00338,0
0636,00088,2
0459,00155,0
0690,00166,1
0732,00265,0
0237,00155,2
0219,00474,2
0068,00499,2
0925,00478,0
0727,00042,1
0567,00045,2
0955,00470,0
0836,00340,0
0161,00100,2
0797,00281,1
0222,00403,2
0066,00436,1
0792,00241,2
0246,00082,0
0189,00468,0
0449,00163,2
0375,00224,1
0379,00035,1
0967,00075,1
0760,00231,2
0912,00486,1
0997,00297,1
0627,00189,1
0581,00291,1
0528,00159,2
0834,00364,0
0162,00253,0
0971,00388,1
0608,00190,0
0944,00357,2
0858,00496,2
0024,00009,0
0611,00006,0
0923,00226,0
0927,00283,1
0245,00321,1
0113,00277,2
0715,00411,1
0905,00039,1
0522,00081,0
0188,00170,0
0256,00455,2
0552,00363,1
0932,00152,2
0497,00321,0
0076,00401,0
0783,00227,1
0799,00436,2
0187,00277,0
0681,00473,2
0774,00339,0
0846,00239,0
0918,00324,2
0225,00419,1
0603,00055,2
0746,00349,1
0710,00046,0
0095,00419,2
0224,00220,2
0308,00084,0
0696,00285,0
0253,00157,2
0473,00468,1
0038,00010,0
0602,00490,2
0191,00297,0
0990,00460,1
0932,00146,2
0797,00331,1
0902,00058,0
0083,00113,2
0823,00389,1
0732,00029,1
0006,00346,2
0853,00204,2
0518,00199,0
0013,00108,1
0943,00261,0
0541,00319,1
0961,00232,0
0331,00241,2
0396,00016,1
0846,00019,2
0140,00155,0
0613,00464,2
0008,00035,1
0876,00331,0
0762,00164,1
0833,00129,2
0055,00129,0
0199,00203,0
0171,00003,2
0772,00446,2
0898,00188,0
0776,00283,0
0937,00464,0
0685,00078,0
0012,00163,1
0442,00441,2
0418,00449,1
0109,00462,2
0267,00070,0
0451,00049,0
0226,00109,1
0504,00100,1
0544,00374,0
0810,00465,1
0664,00050,2
0327,00282,1
0093,00279,0
0880,00117,0
0291,00181,0
0352,00329,0
0761,00348,2
0221,00258,2
0117,00004,1
0380,00156,2
0433,00476,1
0934,00328,1
0989,00368,0
0845,00007,1
0924,00034,1
0116,00084,1
0320,00260,1
0755,00001,0
0414,00084,0
0983,00354,2
0348,00201,2
0912,00478,2
0723,00195,1
0084,00434,0
0603,00115,1
0209,00002,2
0877,00436,0
0850,00156,1
0918,00313,2
0251,00002,1
0086,00294,1
0513,00325,2
0905,00252,0
0102,00195,1
0389,00059,2
0212,00216,1
0779,00089,2
0722,00293,0
0140,00444,2
0187,00460,1
0884,00169,2
0788,00199,2
0074,00043,0
0333,00279,0
0560,00014,0
0947,00019,0
0356,00421,1
0687,00291,2
0407,00362,0
0190,00367,1
0464,00079,2
0781,00234,1
0013,00378,1
0609,00426,2
0643,00320,2
0369,00290,2
0161,00174,0
0496,00294,1
0283,00033,1
0676,00216,2
0541,00286,0
0930,00419,2
0557,00485,1
0073,00457,0
0730,00159,1
0101,00276,0
0184,00178,2
0768,00031,1
0013,00247,0
0299,00310,2
0091,00102,2
0752,00432,0
0160,00111,0
0025,00073,2
0563,00456,0
0810,00174,0
0161,00330,0
0336,00081,2
0293,00475,2
0317,00250,0
0018,00475,2
0883,00466,2
0998,00457,1
0571,00024,1
0257,00195,0
0245,00111,0
0067,00014,0
0276,00342,0
0601,00316,1
0721,00082,0
0104,00428,0
0336,00223,1
0281,00275,2
0106,00022,1
0726,00072,1
0024,00251,2
0909,00099,1
0823,00187,0
0448,00497,2
0060,00337,0
0322,00068,1
0593,00492,2
0219,00485,2
0031,00022,0
0813,00337,0
0873,00323,0
0836,00476,2
0077,00300,2
0023,00423,2
0615,00186,2
0249,00090,2
0684,00235,1
0021,00391,2
0903,00259,0
0680,00094,2
0865,00462,2
0191,00184,1
0497,00226,0
0788,00100,2
0893,00442,0
0067,00166,1
0470,00009,2
0840,00113,0
0582,00021,0
0542,00004,1
0161,00033,1
0709,00426,0
0966,00002,2
0002,00494,0
0015,00326,0
0514,00394,1
0917,00397,2
0226,00061,2
0762,00245,2
0887,00464,0
0317,00368,1
0973,00060,0
0145,00419,0
0558,00120,2
0863,00070,0
0451,00497,2
0859,00329,2
0283,00215,2
0944,00495,0
0051,00024,2
0949,00441,0
0597,00390,1
0962,00192,2
0308,00105,1
0523,00336,0
0024,00040,2
0010,00264,0
0491,00021,2
0292,00462,1
0389,00315,0
0171,00236,0
0102,00368,0
0224,00320,0
0724,00326,2
0538,00396,2
0469,00212,0
0440,00358,2
0955,00409,2
0840,00426,1
0639,00330,0
0804,00015,0
0075,00185,0
0303,00142,1
0581,00107,1
0932,00380,0
0660,00260,0
0361,00300,1
0384,00074,1
0597,00278,1
0381,00345,1
0539,00114,1
0662,00241,2
0916,00139,0
0749,00270,2
0176,00111,2
0908,00054,2
0159,00096,2
0462,00034,2
0862,00339,2
0296,00100,2
0674,00009,0
0201,00152,0
0562,00321,0
0334,00040,1
0723,00171,1
0790,00143,2
0320,00073,1
0826,00451,2
0029,00267,1
0826,00095,1
0248,00412,2
0965,00048,0
0272,00072,0
0609,00310,1
0294,00301,2
0005,00373,2
0196,00272,1
0962,00474,1
0291,00169,1
0948,00381,1
0417,00380,1
0513,00096,0
0080,00433,2
0362,00408,0
0128,00123,1
0336,00171,0
0940,00431,2
0693,00085,0
0779,00223,0
0819,00335,0
0852,00450,1
0573,00458,1
0246,00082,2
0035,00157,1
0393,00430,2
0447,00425,0
0014,00457,1
0053,00032,0
0623,00209,0
0470,00119,1
0554,00251,0
0588,00206,2
0279,00206,1
0794,00077,0
0908,00138,1
0279,00164,0
0455,00219,2
0512,00406,0
0876,00157,2
0541,00064,0
0683,00143,1
0552,00270,2
0150,00364,0
0277,00274,2
0590,00443,1
0384,00174,0
0633,00367,0
0742,00229,2
0618,00033,1
0333,00063,1
0533,00065,2
0173,00215,1
0927,00350,2
0756,00420,2
0064,00224,1
0042,00452,2
0536,00049,1
0118,00075,1
0590,00045,1
0417,00199,1
0283,00319,1
0671,00072,2
0835,00188,0
0609,00430,1
0326,00090,1
0173,00027,1
0145,00195,2
0100,00427,0
0312,00424,0
0637,00133,2
0461,00080,0
0846,00399,0
0414,00262,0
0959,00091,1
0143,00418,0
0278,00305,1
0129,00248,1
0664,00065,2
0450,00368,0
0424,00371,1
0759,00091,1
0518,00194,0
0039,00164,2
0565,00009,2
0781,00123,1
0200,00473,0
0364,00048,1
0379,00219,1
0671,00221,1
0752,00448,2
0711,00194,1
0848,00138,1
0898,00418,1
0848,00112,0
0238,00115,0
0132,00438,0
0553,00077,0
0938,00396,1
0345,00188,2
0551,00477,0
0132,00392,2
0661,00235,1
0182,00342,1
0055,00360,2
0829,00130,2
0085,00387,0
0624,00254,1
0347,00140,0
0352,00268,2
0291,00300,0
0699,00336,1
0503,00301,2
0495,00290,0
0387,00471,2
0580,00053,0
0406,00099,1
1000,00301,1
0998,00369,0
0262,00286,0
0659,00125,2
0473,00323,2
0747,00097,2
0412,00255,2
0443,00357,0
0944,00149,2
0496,00078,1
0922,00017,1
0095,00174,0
0790,00068,1
0938,00166,2
0313,00069,0
0760,00313,0
0741,00207,1
0575,00378,2
0551,00371,2
0293,00481,1
0348,00282,1
0497,00075,2
0140,00211,0
0777,00302,2
0760,00461,2
0882,00438,1
0534,00209,0
0375,00268,2
0901,00489,2
0009,00002,2
0745,00250,2
0537,00299,2
0319,00037,1
0198,00318,0
0827,00039,2
0009,00252,1
0415,00427,2
0570,00403,1
0474,00370,2
0684,00496,1
0360,00329,0
0324,00482,1
0384,00332,1
0392,00488,1
0579,00032,1
0610,00447,2
0746,00080,0
0613,00156,2
0954,00475,0
0639,00015,0
0135,00042,1
0012,00431,2
0397,00061,1
0162,00049,1
0969,00171,0
0575,00102,1
0530,00200,0
0492,00284,1
0037,00076,0
0700,00223,1
0423,00284,0
0193,00087,1
0084,00160,2
0117,00407,0
0814,00072,0
0522,00001,0
0496,00449,2
0070,00127,0
0610,00473,2
0234,00312,2
0344,00060,1
0919,00292,2
0903,00263,2
0048,00032,1
0471,00377,1
0746,00433,2
0102,00184,0
0460,00474,1
0680,00406,2
0600,00067,1
0524,00393,1
0177,00442,1
0903,00381,1
0145,00017,0
0197,00020,2
0136,00085,0
0999,00398,0
0855,00011,1
0235,00390,2
0413,00239,0
0547,00096,1
0866,00197,0
0545,00261,2
0588,00357,0
0841,00438,2
0032,00193,0
0508,00332,2
0972,00385,2
0234,00027,0
0638,00208,1
0812,00484,1
0543,00379,2
0271,00081,1
0245,00291,2
0604,00327,2
0824,00001,2
0165,00345,2
0912,00444,1
0721,00361,1
0784,00398,0
0870,00220,2
0141,00209,1
0621,00012,2
0918,00083,2
0049,00499,1
0967,00324,0
0087,00275,2
0828,00214,2
0898,00432,0
0129,00093,1
0117,00154,1
0738,00287,0
0952,00497,2
0236,00003,2
0682,00232,1
0587,00034,0
0500,00226,2
0635,00390,2
0260,00338,2
0957,00177,0
0953,00413,2
0050,00157,1
0182,00386,0
0381,00096,1
0398,00224,0
0575,00021,1
0270,00027,1
0789,00243,2
0497,00230,1
0373,00150,2
0370,00376,2
0475,00450,0
0720,00169,2
0275,00006,2
0289,00194,0
0849,00494,2
0996,00157,0
0644,00315,2
0565,00226,1
0619,00026,0
0610,00076,2
0046,00243,0
0602,00011,0
0441,00268,2
0481,00365,0
0361,00234,2
0676,00296,0
0990,00360,0
0481,00126,2
0046,00160,1
0582,00016,1
0254,00312,0
0560,00324,1
0164,00319,2
0703,00403,1
0899,00454,2
0448,00357,0
0639,00071,1
0313,00304,1
0749,00173,1
0834,00299,0
0781,00217,1
0367,00094,0
0980,00203,0
0830,00169,1
0476,00227,0
0673,00218,1
0221,00463,2
0356,00186,0
0909,00420,0
0737,00158,1
0302,00445,0
0445,00481,2
0515,00056,0
0109,00223,1
0372,00435,0
0375,00319,0
0253,00466,1
0883,00338,2
0298,00024,2
0742,00204,0
0064,00007,0
0259,00307,0
0040,00055,0
0677,00434,2
0259,00069,2
0501,00266,2
0767,00213,0
0788,00125,0
0987,00473,2
0778,00150,1
0708,00077,0
0978,00169,0
0392,00169,2
0638,00409,1
0184,00006,1
0346,00014,1
0908,00252,0
0210,00453,2
0037,00205,0
0034,00417,1
0967,00288,2
0824,00480,0
0749,00231,2
0452,00421,0
0094,00382,2
0106,00129,0
0287,00431,2
0767,00235,1
0261,00325,2
0461,00230,0
0224,00199,2
0551,00317,1
0994,00458,2
0254,00381,1
1000,00268,2
0015,00390,2
0038,00187,0
0554,00230,0
0445,00103,2
0108,00216,0
0482,00280,0
0376,00395,0
0490,00245,1
0039,00280,1
0419,00474,2
0919,00201,1
0070,00446,0
0091,00042,0
0752,00005,2
0864,00053,2
0734,00120,2
0411,00327,1
0462,00058,2
0852,00244,2
0462,00285,0
0455,00244,0
0650,00029,0
0704,00280,1
0513,00400,1
0826,00037,0
0654,00423,1
0371,00051,0
0149,00225,1
0009,00298,2
0724,00097,0
0120,00083,0
0470,00132,1
0677,00116,0
0442,00327,0
0350,00031,1
0250,00042,2
0890,00250,0
0323,00393,1
0143,00430,2
0793,00320,1
0337,00034,0
0757,00495,0
0882,00185,1
0030,00115,1
0437,00358,2
0075,00017,1
0732,00122,1
0092,00026,0
0188,00306,1
0168,00318,0
0426,00023,2
0072,00386,0
0739,00130,2
0526,00270,0
0204,00114,1
0607,00265,1
0813,00050,1
0749,00478,2
0177,00360,2
0701,00376,1
0509,00397,1
0236,00154,2
0571,00048,1
0316,00356,2
0506,00007,2
0745,00464,0
0050,00307,0
0952,00369,0
0589,00296,2
0033,00064,0
0349,00419,1
0633,00284,2
0776,00208,2
0588,00184,1
0899,00417,1
0200,00099,1
0061,00138,0
0387,00281,2
0995,00318,1
0726,00405,1
0076,00287,2
0877,00222,2
0186,00331,1
0078,00472,0
0144,00062,0
0770,00422,0
0428,00328,2
0755,00138,2
0003,00355,1
0174,00476,0
0494,00398,2
0579,00302,1
0861,00449,1
0511,00155,2
0505,00346,2
0422,00111,0
0465,00138,2
0206,00404,0
0520,00157,2
0223,00425,0
0073,00201,2
0158,00422,2
0492,00145,2
0226,00489,1
0891,00292,2
0107,00018,1
0790,00341,0
0364,00205,0
0197,00324,1
0340,00293,0
0262,00205,1
0764,00170,1
0408,00102,1
0564,00020,2
0345,00243,1
0953,00483,2
0026,00288,1
0453,00459,0
0704,00196,1
0604,00041,1
0235,00317,2
0361,00472,0
0777,00075,0
0320,00445,2
0147,00191,2
0048,00301,1
0036,00012,1
0382,00206,2
0520,00259,2
0638,00062,1
0068,00496,0
0006,00261,1
0755,00097,1
0191,00404,2
0104,00354,1
0851,00293,1
0521,00035,0
0685,00380,1
0416,00353,0
0504,00455,0
0512,00010,1
0180,00427,0
0993,00245,2
0253,00470,0
0876,00164,0
0707,00440,1
0266,00091,1
0984,00229,0
0085,00185,0
0642,00371,1
0849,00274,1
0533,00432,0
0927,00343,2
0614,00366,1
0078,00216,0
0718,00279,2
0061,00258,2
0775,00329,2
0222,00358,1
0064,00076,0
0294,00161,2
0830,00156,1
0182,00361,1
0480,00001,1
0976,00320,0
0752,00337,1
0890,00418,1
0454,00237,0
0863,00034,2
0257,00060,2
0683,00048,1
0444,00186,0
0062,00115,2
0471,00147,0
0130,00153,0
0051,00357,0
0101,00248,1
0753,00429,1
0333,00025,1
0492,00169,1
0735,00266,0
0547,00072,0
0374,00017,0
0601,00048,0
0825,00463,0
0503,00327,0
0575,00303,1
0676,00300,0
0887,00235,0
0702,00245,1
0908,00489,0
0419,00013,0
0296,00231,1
0723,00223,0
0630,00234,2
0589,00005,1
0766,00309,0
0675,00140,1
0410,00240,1
0771,00429,2
0276,00330,1
0021,00233,1
0375,00178,2
0182,00145,2
0872,00300,0
0809,00321,0
0944,00133,1
0740,00129,2
0782,00479,2
0450,00402,2
0022,00167,0
0282,00021,2
0670,00236,0
0436,00006,1
0223,00306,1
0549,00294,0
0896,00467,0
0079,00299,2
0097,00226,0
0206,00286,0
0543,00211,0
0210,00195,1
0790,00305,1
0108,00225,2
0161,00340,2
0289,00240,1
0283,00053,2
0112,00342,0
0696,00008,2
0576,00075,0
0378,00271,0
0858,00004,1
0784,00325,0
0441,00014,0
0989,00491,0
0122,00115,2
0014,00032,1
0925,00387,1
0149,00333,0
0101,00010,2
0687,00101,0
0104,00315,1
0568,00253,2
0655,00378,0
0375,00073,2
0275,00208,1
0370,00415,1
0284,00317,2
0297,00488,0
0415,00007,0
0195,00486,2
0872,00454,1
0152,00012,0
0711,00040,1
0622,00207,1
0312,00138,0
0828,00077,2
0056,00393,1
0130,00411,0
0781,00011,2
0568,00408,0
0364,00443,2
0970,00334,1
0538,00033,0
0124,00360,1
0660,00398,1
